,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,chain_break_fraction,energy,num_occurrences
0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0.0,-94.0,7
1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0,-94.0,47
2,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0.0,-93.0,1
3,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0.0,-93.0,1
4,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.0,-93.0,5
5,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0.0,-93.0,2
6,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0.0,-93.0,1
7,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0,-93.0,5
8,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0.0,-93.0,5
9,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0.0,-93.0,5
10,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0,-93.0,3
11,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0,-93.0,2
12,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0,-93.0,3
13,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0,-93.0,1
14,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0.0,-93.0,6
15,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0,-93.0,2
16,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0,-93.0,7
17,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0.0,-93.0,4
18,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0.0,-92.0,1
19,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0.0,-92.0,1
20,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0.0,-92.0,1
21,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0.0,-92.0,1
22,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0.0,-92.0,1
23,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0,-92.0,3
24,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0,-92.0,1
25,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0,-92.0,1
26,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0,-92.0,3
27,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0.0,-92.0,1
28,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0.0,-92.0,2
29,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.0,-92.0,1
30,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0.0,-92.0,1
31,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0.0,-92.0,2
32,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0.0,-92.0,1
33,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0,-92.0,4
34,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0.0,-91.0,1
35,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0.0,-91.0,1
36,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,-91.0,1
37,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0.0,-91.0,1
38,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0.0,-91.0,1
39,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,-91.0,1
40,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0.0,-91.0,1
41,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,-91.0,1
42,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0,-91.0,1
43,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0.0,-91.0,1
44,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0.0,-91.0,1
45,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0.0,-91.0,1
46,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0.0,-91.0,2
47,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0,-91.0,2
48,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0.0,-90.0,1
49,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0.0,-90.0,1
50,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0.0,-90.0,1
