,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0.14814814814814814,-1691580.0,1
1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0.14814814814814814,-1679100.0,1
2,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0.14814814814814814,-1679100.0,1
3,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0.18518518518518517,-1700160.0,1
4,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0.18518518518518517,-1670140.0,1
5,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0.14814814814814814,-1699840.0,1
6,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0.18518518518518517,-1699120.0,1
7,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0.18518518518518517,-1699120.0,1
8,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0.18518518518518517,-1699120.0,1
9,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0.18518518518518517,-1665820.0,1
10,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0.18518518518518517,-1697500.0,1
11,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0.14814814814814814,-1695792.0,1
12,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0.18518518518518517,-1700352.0,1
13,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0.18518518518518517,-1700220.0,1
14,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0.1111111111111111,-1700412.0,1
15,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0.18518518518518517,-1700092.0,1
16,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0.18518518518518517,-1608000.0,1
