0,1
0,"[5438, 1648, 1649, 1407, 5468, 1513, 5346, 5647, 1409, 1408, 1214, 5540, 5541, 1378, 5422]"
4,[5393]
7,[5391]
9,[5539]
10,[5332]
11,[1244]
12,[1349]
13,[1332]
14,[1543]
15,[5588]
17,[1094]
18,[1394]
19,[5363]
21,[5423]
22,[1243]
23,[1514]
24,[5303]
25,[1512]
26,[1334]
28,[5242]
29,[5361]
31,[5288]
33,[1213]
34,[1499]
35,[5181]
36,[5526]
37,[5166]
38,[5570]
39,[5272]
40,[5543]
41,[1064]
42,[5542]
43,[1347]
44,[1483]
45,[5661]
46,[5348]
47,[1634]
48,[5318]
49,[1183]
50,[5437]
51,[1708]
52,[5407]
53,[1363]
54,[1484]
55,[5573]
56,[1139]
57,[1079]
58,[5287]
59,[5587]
60,[1377]
61,[5496]
62,[5648]
63,[5439]
64,[5392]
65,[1274]
66,[1198]
67,[1392]
68,[5632]
69,[5257]
70,[1588]
71,[5603]
72,[1273]
73,[1406]
74,[1288]
75,[5617]
76,[5196]
77,[5556]
78,[5211]
79,[5376]
80,[1647]
81,[1319]
82,[1333]
83,[5469]
84,[5497]
85,[5453]
86,[1468]
87,[5525]
88,[1289]
89,[1438]
90,[5512]
91,[5631]
1,"[1693, 5243, 1692]"
2,[1572]
3,[5334]
5,[1677]
6,[1691]
8,[5198]
16,[5213]
20,[5244]
27,[1587]
30,[5499]
32,[1542]
