0,1
0,[4852]
1,[1435]
2,[1436]
3,[5032]
4,[1481]
5,[4987]
6,[1571]
7,[5078]
8,[1662]
9,[5228]
10,[1632]
11,[5108]
12,[5107]
13,[1406]
14,[1407]
15,[5211]
16,[1362]
17,[1363]
18,[5452]
19,[1513]
20,[5377]
21,[1558]
22,[5468]
23,[1588]
24,[5438]
25,[1708]
26,[5528]
27,[1634]
28,[5603]
29,[1649]
30,[5483]
31,[5482]
32,[1423]
33,[5467]
34,[1319]
35,[5571]
36,[5556]
37,[1289]
38,[5496]
39,[1244]
40,[5646]
41,[1199]
42,[5661]
43,[5660]
44,[1019]
45,[5690]
46,[974]
47,[5584]
48,[989]
49,[5704]
50,[5703]
51,[809]
52,[5613]
53,[674]
54,[5522]
55,[584]
56,[5493]
57,[689]
58,[5658]
59,[5643]
60,[659]
61,[5673]
62,[5688]
63,[629]
64,[5597]
65,[569]
66,[568]
67,[5372]
68,[5373]
69,[5374]
70,[973]
71,[5434]
72,[929]
73,[5599]
