0,1
0,"[3138, 3139, 870, 3034]"
1,[960]
5,[855]
6,[2974]
8,[736]
9,[600]
16,[630]
17,"[3182, 615]"
19,[586]
24,[751]
26,[916]
28,[901]
29,[3094]
30,[1020]
32,[945]
33,[3079]
34,[900]
35,[2989]
2,[3155]
3,[975]
4,[3064]
36,[765]
7,[3183]
38,[735]
10,[3062]
40,[3063]
11,[3198]
41,[780]
12,[840]
13,[3003]
42,[3048]
14,[690]
43,[705]
15,[3123]
44,[3093]
45,[721]
46,[3153]
18,[3092]
47,[661]
48,"[3227, 541]"
20,[587]
49,[3242]
21,[3318]
50,"[3348, 601]"
22,[706]
51,[631]
23,[3243]
52,[3258]
53,[781]
25,[3124]
54,[3228]
55,[766]
27,[3184]
56,[3169]
57,[871]
58,[3199]
59,[931]
31,[2990]
60,[3140]
61,[1035]
62,[3004]
63,[915]
64,[2959]
65,[750]
37,[3018]
66,[2928]
67,[720]
39,[3078]
68,[2973]
69,[675]
70,[660]
71,[3108]
72,[795]
73,"[3033, 3032]"
74,[645]
75,[3168]
76,[571]
77,[3212]
78,[511]
79,[526]
80,[3287]
81,[3288]
82,[796]
83,[3334]
84,[826]
85,[3213]
86,[856]
87,[3319]
88,[886]
89,[3244]
